tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
4466,PSYC953,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,4,,2017,1,856
4479,PSYC953,redacted,10208,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
4492,PSYC953,redacted,10322,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,4,5,,2017,1,856
4524,PSYC953,redacted,10192,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
4541,PSYC953,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
4570,PSYC953,redacted,10175,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
4607,PSYC953,redacted,10008,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
4620,PSYC953,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,3,4,,2017,1,856
4671,PSYC953,redacted,10082,MPsych Advanced Psychology,redacted,person 307,4,4,4,,2017,1,856
4696,PSYC953,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4716,PSYC953,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,4,,2017,1,856
4737,PSYC953,redacted,10212,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
4750,PSYC953,redacted,10182,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
4775,PSYC953,redacted,10200,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
4788,PSYC953,redacted,9959,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
4821,PSYC953,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4834,PSYC953,redacted,10018,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4842,PSYC953,redacted,10014,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
4868,PSYC953,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
4900,PSYC953,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
4913,PSYC953,redacted,10038,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4926,PSYC953,redacted,10085,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4934,PSYC953,redacted,10183,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
4952,PSYC953,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,5,,2017,1,856
4960,PSYC953,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
4977,PSYC953,redacted,9980,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,5,,2017,1,856
5003,PSYC953,redacted,10024,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
5016,PSYC953,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5041,PSYC953,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5054,PSYC953,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5067,PSYC953,redacted,10187,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
5080,PSYC953,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5105,PSYC953,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,5,,2017,1,856
5118,PSYC953,redacted,10098,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5131,PSYC953,redacted,10804,BSc (Hons) Psychology Stage 2,redacted,person 307,2,3,2,,2017,1,856
5156,PSYC953,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5169,PSYC953,redacted,9989,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
5182,PSYC953,redacted,10219,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
5195,PSYC953,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,5,5,5,,2017,1,856
5207,PSYC953,redacted,9965,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,4,4,,2017,1,856
5351,PSYC953,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5376,PSYC953,redacted,10062,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
5420,PSYC953,redacted,10143,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5440,PSYC953,redacted,10067,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5453,PSYC953,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 307,3,4,4,,2017,1,856
5466,PSYC953,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5502,PSYC953,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5570,PSYC953,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5582,PSYC953,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5595,PSYC953,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
5640,PSYC953,redacted,9994,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
5653,PSYC953,redacted,10160,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
5666,PSYC953,redacted,10802,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,4,5,,2017,1,856
5742,PSYC953,redacted,10103,BSc (Hons) Psychology Stage 2,redacted,person 307,4,5,4,,2017,1,856
5794,PSYC953,redacted,10130,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5806,PSYC953,redacted,9953,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5891,PSYC953,redacted,10167,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5916,PSYC953,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
5929,PSYC953,redacted,10579,Stage 1 Exchange Students,redacted,person 307,4,4,4,,2017,1,856
5942,PSYC953,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5960,PSYC953,redacted,10186,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,1,856
5972,PSYC953,redacted,10141,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
5985,PSYC953,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,4,4,,2017,1,856
6010,PSYC953,redacted,10123,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6054,PSYC953,redacted,10190,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
6067,PSYC953,redacted,10152,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,5,,2017,1,856
6087,PSYC953,redacted,9640,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
6124,PSYC953,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6137,PSYC953,redacted,9954,MPsych Advanced Psychology,redacted,person 307,4,4,5,,2017,1,856
6150,PSYC953,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6187,PSYC953,redacted,10170,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,5,5,,2017,1,856
6267,PSYC953,redacted,9929,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
6280,PSYC953,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6293,PSYC953,redacted,10072,MPsych Advanced Psychology,redacted,person 307,3,3,3,,2017,1,856
6323,PSYC953,redacted,10087,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,3,4,,2017,1,856
6335,PSYC953,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
6362,PSYC953,redacted,10041,BSc (Hons) Psychology Stage 2,redacted,person 307,4,2,4,,2017,1,856
6430,PSYC953,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,5,,2017,1,856
6455,PSYC953,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6468,PSYC953,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6481,PSYC953,redacted,10211,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,1,856
6540,PSYC953,redacted,10153,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,1,856
6607,PSYC953,redacted,9740,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
6620,PSYC953,redacted,9988,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6633,PSYC953,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6646,PSYC953,redacted,9996,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,1,856
6683,PSYC953,redacted,10006,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6715,PSYC953,redacted,9468,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6728,PSYC953,redacted,10088,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 307,5,5,5,,2017,1,856
6740,PSYC953,redacted,10221,MPsych Advanced Psychology,redacted,person 307,4,4,4,,2017,1,856
6753,PSYC953,redacted,10069,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
6790,PSYC953,redacted,9944,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6835,PSYC953,redacted,10036,MPsych Advanced Psychology,redacted,person 307,3,4,3,,2017,1,856
6848,PSYC953,redacted,10108,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,3,3,3,,2017,1,856
6885,PSYC953,redacted,9758,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6898,PSYC953,redacted,10320,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6911,PSYC953,redacted,10020,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
6948,PSYC953,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
6985,PSYC953,redacted,10002,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,2,,2017,1,856
6998,PSYC953,redacted,10354,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
7023,PSYC953,redacted,10197,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,3,2,2,,2017,1,856
7063,PSYC953,redacted,10057,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
7100,PSYC953,redacted,10054,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
7121,PSYC953,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,3,3,,2017,1,856
7133,PSYC953,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,1,856
7146,PSYC953,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,person 307,2,3,3,,2017,1,856
7159,PSYC953,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
7184,PSYC953,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
7197,PSYC953,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,5,4,,2017,1,856
7209,PSYC953,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,5,4,,2017,1,856
7241,PSYC953,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
7254,PSYC953,redacted,9978,MPsych Advanced Psychology,redacted,person 307,5,5,5,,2017,1,856
7267,PSYC953,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
7280,PSYC953,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,3,,2017,1,856
7293,PSYC953,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 307,3,2,3,,2017,1,856
7325,PSYC953,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,5,,2017,1,856
7342,PSYC953,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
7380,PSYC953,redacted,9993,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,3,3,3,,2017,1,856
7404,PSYC953,redacted,9746,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
7417,PSYC953,redacted,10052,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,1,856
7430,PSYC953,redacted,9732,BSc (Hons) Psychology Stage 2,redacted,person 307,1,1,2,,2017,1,856
7443,PSYC953,redacted,10576,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,4,,2017,1,856
7456,PSYC953,redacted,10310,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
7493,PSYC953,redacted,10207,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,1,856
7506,PSYC953,redacted,9966,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
7519,PSYC953,redacted,10148,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,1,856
7580,PSYC953,redacted,10097,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,1,1,,2017,1,856
7850,PSYC340,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,2,856
7884,PSYC340,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
7932,PSYC340,redacted,9997,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
7973,PSYC340,redacted,10222,BSc (Hons) Psychology Stage 2,redacted,person 307,5,4,4,,2017,2,856
8083,PSYC340,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,2,856
8121,PSYC340,redacted,10121,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8129,PSYC340,redacted,10022,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,2,856
8156,PSYC340,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,2,856
8171,PSYC340,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8381,PSYC340,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,2,856
8435,PSYC340,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8457,PSYC340,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8504,PSYC340,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,4,4,4,,2017,2,856
8526,PSYC340,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 307,5,5,5,,2017,2,856
8568,PSYC340,redacted,9925,MPsych Advanced Psychology,redacted,person 307,0,0,0,,2017,2,856
8576,PSYC340,redacted,10026,MPsych Advanced Psychology,redacted,person 307,0,0,0,,2017,2,856
8628,PSYC340,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8653,PSYC340,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8673,PSYC340,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8701,PSYC340,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
8749,PSYC340,redacted,9931,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,2,856
8757,PSYC340,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,5,5,,2017,2,856
8771,PSYC340,redacted,10088,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8785,PSYC340,redacted,9942,MPsych Advanced Psychology,redacted,person 307,0,0,0,,2017,2,856
8793,PSYC340,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8895,PSYC340,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8909,PSYC340,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,2,856
8919,PSYC340,redacted,10216,MPsych Advanced Psychology,redacted,person 307,4,4,4,,2017,2,856
8927,PSYC340,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8935,PSYC340,redacted,10057,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
8965,PSYC340,redacted,10042,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9039,PSYC340,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,2,856
9047,PSYC340,redacted,9728,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,5,5,,2017,2,856
9083,PSYC340,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,5,5,,2017,2,856
9091,PSYC340,redacted,10209,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,2,856
9142,PSYC340,redacted,9927,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9162,PSYC340,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9176,PSYC340,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9213,PSYC340,redacted,9951,BSc (Hons) Psychology Stage 2,redacted,person 307,4,3,4,,2017,2,856
9233,PSYC340,redacted,9935,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9297,PSYC340,redacted,10678,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9354,PSYC340,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9395,PSYC340,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9409,PSYC340,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,5,4,5,,2017,2,856
9485,PSYC340,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,2,856
9537,PSYC340,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 307,5,5,5,,2017,2,856
9578,PSYC340,redacted,9969,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9598,PSYC340,redacted,10079,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9618,PSYC340,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9632,PSYC340,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,5,5,5,,2017,2,856
9666,PSYC340,redacted,10034,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9718,PSYC340,redacted,10146,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9754,PSYC340,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9762,PSYC340,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9804,PSYC340,redacted,10091,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,2,856
9834,PSYC340,redacted,10089,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9854,PSYC340,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9895,PSYC340,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,2,856
9915,PSYC340,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
9963,PSYC340,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
9995,PSYC340,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 307,3,4,4,,2017,2,856
10003,PSYC340,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
10023,PSYC340,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
10043,PSYC340,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 307,3,4,3,,2017,2,856
10079,PSYC340,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 307,0,0,0,,2017,2,856
10093,PSYC340,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 307,0,0,0,,2017,2,856
10107,PSYC340,redacted,9747,BSc (Hons) Psychology Stage 2,redacted,person 307,3,3,3,,2017,2,856
10141,PSYC340,redacted,10073,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
10180,PSYC340,redacted,9944,BSc (Hons) Psychology Stage 2,redacted,person 307,5,5,5,,2017,2,856
10188,PSYC340,redacted,10030,MPsych Advanced Psychology,redacted,person 307,4,5,4,,2017,2,856
10230,PSYC340,redacted,10221,MPsych Advanced Psychology,redacted,person 307,0,0,0,,2017,2,856
10250,PSYC340,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 307,4,4,4,,2017,2,856
